,id,title,specs,author,link
147,ILLU_14943_417_3,"
            Adoration of the shepherds
          ","
            Oil on oak wood | 97 x 245cm | c. 1480
          ","
      Hugo van der Goes
    ",https://commons.wikimedia.org/wiki/File:Hugo_van_der_Goes_-_The_Adoration_of_the_Shepherds_-_Google_Art_Project.jpg
148,ILLU_14967_143_0,"
            Portrait of sara andriesdr hessix
          ","
            Oil painting | 87 x 70cm | 1626
          ","
      Frans Hals
    ",https://commons.wikimedia.org/wiki/File:Portrait_of_Sara_Andriesdr_Hessix_by_Frans_Hals.jpg
149,ILLU_14977_295_0,"
            Still life with commode
          ","
            1883-1887
          ","
      Paul Cézanne
    ",
150,ILLU_14977_297_0,"
            View of Arles, Flowering Orchards
          ","
            Oil on canvas | 72 x 92cm | 1889
          ","
      Vincent van Gogh
    ","https://en.wikipedia.org/wiki/View_of_Arles,_Flowering_Orchards"
151,ILLU_14978_333_2,"
            Young Girl Reading
          ","
            Oil on canvas | 55.5 x 46.5cm | 1886
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Jeune_Fille_lisant.jpg
152,ILLU_15031_10_1,"
            Peasant Interior with an Old Flute Player
          ","
            Oil on canvas | 54.1 x 62.1cm | c. 1642
          ","
      Le Nain
    ",
153,ILLU_15035_13_0,"
            Portrait de Théodore Duret
          ","
            Peinture à l'huile, Toile (matériau) | 46.5 x 35.5cm | 1868
          ","
      Edouard Manet
    ",https://parismuseescollections.paris.fr/node/226850
154,ILLU_15039_12_2,"
            Herman Langelius
          ","
            76 x 63.5cm | 1660
          ","
      Frans Hals
    ",
155,ILLU_15190_170_1,"
            Portrait of Margareta van Eyck
          ","
            Oil on panel | 32.6 x 25.8cm | 1439
          ","
      Jan van Eyck
    ",https://en.wikipedia.org/wiki/Portrait_of_Margaret_van_Eyck
156,ILLU_15299_195_0,"
            The chandelier females
          ","
            1513
          ","
      Albrecht Dürer
    ",
157,ILLU_15316_482_1,"
            The Rich Man The Queen
          ","
            Woodcut on paper | 64 x 96cm | 1525
          ","
      Hans Holbein le Jeune
    ",
158,ILLU_15405_339_0,"
            St. Jerome in His Study
          ","
            Eichenholz | 59.5 x 48.5cm | 1521
          ","
      Albrecht Dürer
    ","https://en.wikipedia.org/wiki/St._Jerome_in_His_Study_(D%C3%BCrer,_1521)"
159,ILLU_15678_27_1,"
            Portrait of a Bearded Man in a Red Hat
          ","
            Oil on canvas | 1520
          ","
      Albrecht Dürer
    ",
160,ILLU_15678_30_0,"
            Adoration of the Trinity
          ","
            Oil on poplar wood | 1350 x 1234mm | 1511
          ","
      Albrecht Dürer
    ",https://en.wikipedia.org/wiki/Adoration_of_the_Trinity
161,ILLU_15678_31_1,"
            Judith with the head of Holofernes
          ","
            Oil on wood | 87 x 56cm | 1530
          ","
      Lucas Cranach l'Ancien
    ",
162,ILLU_15691_128_0,"
            Study for the Family Portrait of Thomas More
          ","
            38.9 x 52.4cm | 1527
          ","
      Hans Holbein le Jeune
    ",
163,ILLU_15996_320_0,"
            Rocky Bay with Figures
          ","
            Oil paint on canvas | 902 x 1232mm | c.1827–30
          ","
      Joseph Mallord William Turner
    ",https://www.tate.org.uk/art/artworks/turner-rocky-bay-with-figures-n01989
164,ILLU_16304_354_3,"
            Diver&nbsp;on a yellow background
          ","
            
          ","
      Fernand Léger
    ",
0,ILLU_10332_134_0,"
            Don Quixote and the Dead Mule
          ","
            Oil on wood | 24.8 x 46cm | After 1864
          ","
      Honoré Daumier
    ",https://www.metmuseum.org/art/collection/search/436092
1,ILLU_10332_135_0,"
            The Races in the Bois de Boulogne
          ","
            Oil on canvas | 73 x 92cm | 1872
          ","
      Édouard Manet
    ",
2,ILLU_10332_138_0,"
            Argenteuil, Seen from the Small Arm of the Seine
          ","
            1872
          ","
      Claude Monet
    ",
3,ILLU_10332_146_0,"
            Madame Georges Charpentier (Marguérite-Louise Lemonnier, 1848–1904) and Her Children, Georgette-Berthe (1872–1945) and Paul-Émile-Charles (1875–1895)
          ","
            Oil on canvas | 153.7 x 190.2cm | 1878
          ","
      Auguste Renoir
    ",https://www.metmuseum.org/art/collection/search/438815
4,ILLU_10332_95_0,"
            The Tragic Actor (Rouvière as Hamlet)
          ","
            Oil on canvas | 187.2 x 108.1cm | 1866
          ","
      Edouard Manet
    ",https://www.nga.gov/collection/art-object-page.45878.html
5,ILLU_10347_334_0,"
            Café Singer
          ","
            Oil on canvas | 16 x 16in | 1879
          ","
      Hilaire Germain Edgar Degas
    ",
6,ILLU_10364_264_0,"
            Self-portrait of the painter and his wife in the studio
          ","
            Oil on canvas | 159.5 x 179.5cm | 1902
          ","
      Franz von Stuck
    ",
7,ILLU_10397_153_0,"
            The Seine at Argenteuil
          ","
            Oil on canvas | 79.8 x 59.8cm | 1875
          ","
      Claude Monet
    ",
8,ILLU_10398_349_0,"
            Scène des massacres de Scio&nbsp;; familles grecques attendant
          ","
            Huile sur toile | 4.19 x 3.54m | Salon de 1824
          ","
      Eugène Delacroix
    ",https://donate.louvre.fr/particuliers/~mon-don
9,ILLU_10446_106_0,"
            Anthony: Help me, O my God! (plate 2)
          ","
            Lithography on paper | 1896
          ","
      Odilon Redon
    ",
10,ILLU_10453_96_0,"
            Young Girl Learning to Write
          ","
            Oil on panel | 42.1 x 37.6cm
          ","
      Jean-Baptiste Camille Corot
    ",
11,ILLU_10456_80_0,"
            Young Ladies of the Village
          ","
            Oil on canvas | 194.9 x 261cm | 1851-52
          ","
      Gustave Courbet
    ",https://www.metmuseum.org/art/collection/search/438820
12,ILLU_10466_523_0,"
            Houses Along a Road
          ","
            Oil on canvas | 1881
          ","
      Paul Cézanne
    ",
13,ILLU_10479_246_0,"
            Luncheon in the Studio
          ","
            Oil on canvas | 118 x 153.9cm | 1868
          ","
      Édouard Manet
    ",https://en.wikipedia.org/wiki/Luncheon_in_the_Studio
14,ILLU_10649_239_0,"
            Vétheuil
          ","
            Oil on canvas | 600 x 810mm | 1879
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Claude_Monet_-_V%C3%A9theuil_-_Google_Art_Project_(427751).jpg
15,ILLU_10654_148_0,"
            The Spanish Singer
          ","
            Oil on canvas | 147.3 x 114.3cm | 1860
          ","
      Edouard Manet
    ",https://www.metmuseum.org/art/collection/search/436944
16,ILLU_10654_150_1,"
            Spanish Ballet
          ","
            Oil on canvas | 24 x 35.6mm | 1862
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Edouard_Manet_-_Spanish_Ballet_-_Google_Art_Project.jpg
17,ILLU_10663_95_0,"
            The Card Players (Les Joueurs de cartes)
          ","
            134 x 181.5cm | 1890-1892
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Paul_Cezanne_Les_joueurs_de_cartes.jpg
18,ILLU_10664_349_0,"
            Vase with Musk-mallows
          ","
            Oil on canvas | 91 x 50.5cm | 1886
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Vase_mit_Rosenmalven.jpeg
19,ILLU_10670_171_0,"
            The Garden at Bellevue
          ","
            Oil on canvas | 65 x 54cm | 1880
          ","
      Édouard Manet
    ",
20,ILLU_10670_192_0,"
            Still Life with Fruit Dish
          ","
            Oil on canvas | 46.4 x 54.6cm | 1879-80
          ","
      Paul Cézanne
    ",
21,ILLU_10670_195_0,"
            Baigneuses, plage du Pouldu
          ","
            Peinture à l'huile, Toile (matériau) | 73 x 100cm | En 1899
          ","
      Maurice Denis
    ",https://parismuseescollections.paris.fr/node/226230
22,ILLU_10672_68_0,"
            The Thames below Westminster
          ","
            Oil on canvas | 47 x 73cm | c. 1871
          ","
      Claude Monet
    ",https://www.nationalgallery.org.uk/paintings/claude-monet-the-thames-below-westminster
23,ILLU_10677_61_0,"
            La Chanteuse de rue
          ","
            Huile sur toile | 174 x 118cm | 1862
          ","
      Édouard Manet
    ",https://fr.wikipedia.org/wiki/La_Chanteuse_de_rue
24,ILLU_10706_454_0,"
            Erminia and the Shepherds
          ","
            Oil on canvas | 82 x 104.5cm | 1859
          ","
      Eugène Delacroix
    ",https://commons.wikimedia.org/wiki/File:Erminia_and_the_Shepherds_(Eug%C3%A8ne_Delacroix)_-_Nationalmuseum_-_19306.tif
25,ILLU_10720_489_0,"
            Harry Graf Kessler
          ","
            Oil on canvas | 86 x 75cm | 1904
          ","
      Edvard Munch
    ",
26,ILLU_10728_193_0,"
            Les mères diaboliques
          ","
            Huile sur toile | 105 x 200cm | 1894
          ","
      Giovanni Segantini
    ",https://sammlung.belvedere.at/objects/6224/die-bosen-mutter
27,ILLU_10888_642_0,"
            Black and Violet
          ","
            1923
          ","
      Wassily Kandinsky
    ","https://commons.wikimedia.org/wiki/File:Vassily_Kandinsky,_1923_-_Black_&_Violet.jpg"
28,ILLU_10933_87_0,"
            The Call
          ","
            Oil on fabric | 131.3 x 89.5cm | 1902
          ","
      Paul Gauguin
    ",https://clevelandart.org/art/1943.392
29,ILLU_10943_292_0,"
            La chemise enlevée, baigneuses
          ","
            Peinture à l'huile, Toile (matériau) | 208 x 219cm | 1913
          ","
      Gaston de Latouche
    ",https://parismuseescollections.paris.fr/node/244574
30,ILLU_10949_64_0,"
            Langlois Bridge at Arles
          ","
            Oil on canvas, digital reconstruction of the original colours | 49.5 x 64cm | 1888
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:The_Langlois_Bridge_at_Arles_-_My_Dream.jpg
31,ILLU_10964_370_0,"
            Etchings of Paris:  The Notre Dame Pump
          ","
            Etching | 1852
          ","
      Charles Meryon
    ",https://clevelandart.org/art/1937.636
32,ILLU_10966_137_0,"
            Still life with commode
          ","
            1883-1887
          ","
      Paul Cézanne
    ",
33,ILLU_10966_139_0,"
            Road at Pontoise
          ","
            Oil on canvas | 58 x 71cm | 1877
          ","
      Paul Cézanne
    ",http://www.arts-museum.ru/
34,ILLU_10973_194_0,"
            The Potato Eaters
          ","
            Lithograph on japan paper | 26.5 x 32.5cm | 1885
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:3._Campesinos_comiendo_patatas.jpg
35,ILLU_10973_195_0,"
            Winter Garden
          ","
            1884
          ","
      Vincent van Gogh
    ",
36,ILLU_10973_196_0,"
            Canal
          ","
            Pencil on paper | 1873
          ","
      Vincent van Gogh
    ",
37,ILLU_10976_214_0,"
            The Sower
          ","
            Oil on canvas | 64 x 80.5cm
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:The_Sower.jpg
38,ILLU_10976_221_0,"
            Landscape with wheat sheaves and rising moon
          ","
            1889
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Landscape_with_wheat_sheaves_and_rising_moon.jpg
39,ILLU_10976_223_1,"
            L'Arlésienne
          ","
            Oil on canvas | 63 x 47cm
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_L'Arl%C3%A9sienne.jpg
40,ILLU_11231_587_0,"
            The Call
          ","
            Oil on fabric | 131.3 x 89.5cm | 1902
          ","
      Paul Gauguin
    ",https://clevelandart.org/art/1943.392
41,ILLU_11245_673_0,"
            Portrait of Rosita Mauri
          ","
            85 x 65cm | 1870-1880
          ","
      Édouard Manet
    ",https://pushkinmuseum.art/data/fonds/europe_and_america/j/2001_3000/zzh_1820/index.php?find=%D0%BC%D0%B0%D0%BD%D0%B5
42,ILLU_11246_764_0,"
            Mary Magdalene in the Desert
          ","
            Oil on canvas | 1869
          ","
      Pierre Puvis de Chavannes
    ",
43,ILLU_11283_321_0,"
            Self Portrait
          ","
            1810
          ","
      Caspar David Friedrich
    ",
44,ILLU_11283_350_0,"
            Caricature de Delacroix (reproduction photographique)
          ","
            Procédé photomécanique
          ","
      George Sand
    ",https://parismuseescollections.paris.fr/node/214630
45,ILLU_11288_481_0,"
            Portrait of Madame Cezanne
          ","
            Oil on canvas | 1883
          ","
      Paul Cézanne
    ",
46,ILLU_11288_483_0,"
            Banks of the Marne
          ","
            Oil on canvas | 65.5 x 81.3cm | c. 1888
          ","
      Paul Cézanne
    ",https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+paintings/28719
47,ILLU_11290_324_0,"
            The Café-Concert
          ","
            Oil on canvas | 47.3 x 39.1cm | c. 1879
          ","
      Édouard Manet
    ",https://en.wikipedia.org/wiki/The_Caf%C3%A9-Concert_(painting)
48,ILLU_11305_392_0,"
            Apples, Pears and Grapes
          ","
            Oil on canvas | 1880
          ","
      Paul Cézanne
    ",
49,ILLU_11305_401_0,"
            Portrait of Trabuc, an Attendant at Saint-Paul Hospital
          ","
            Oil on canvas | 1889
          ","
      Vincent van Gogh
    ",
50,ILLU_11305_402_0,"
            Sower, The (after Millet)
          ","
            Oil on canvas | 80 x 64cm | 1889
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Vincent_Willem_van_Gogh_025.jpg
51,ILLU_11305_403_0,"
            Two Peasant Women Digging in Field with Snow
          ","
            Oil on canvas | 50 x 64cm | -1890
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Zwei_grabende_B%C3%A4uerinnen_auf_schneebedecktem_Feld.jpeg
52,ILLU_11309_27_0,"
            Le prisonnier de Chillon
          ","
            Huile sur toile | 0.74 x 0.93m | 1834
          ","
      Eugène Delacroix
    ",https://donate.louvre.fr/particuliers/~mon-don
53,ILLU_11314_391_0,"
            Woman with gloves
          ","
            63.2 x 52.1cm | 1858
          ","
      Gustave Courbet
    ",
54,ILLU_11317_590_0,"
            The 'Laakmolen' near The Hague
          ","
            Watercolor and pen on paper mounted on board | 37.7 x 56cm | 1882
          ","
      Vincent van Gogh
    ",https://en.wikipedia.org/wiki/The_'Laakmolen'_near_The_Hague
55,ILLU_11317_592_1,"
            Peasant digging
          ","
            Oil on paper on wood | 30 x 29cm | 1882
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bauer_beim_Umgraben.jpeg
56,ILLU_11317_595_0,"
            The Bookseller Blok
          ","
            Chalk, pencil, ink, paper | 1882
          ","
      Vincent van Gogh
    ",
57,ILLU_11319_557_0,"
            Young Woman in Oriental Garb
          ","
            Oil on canvas | 95.5 x 74.5cm | 1871
          ","
      Édouard Manet
    ",
